Nitrogen,Phosphorus,Potassium,Moisture,Temperature,Conductivity,pH,Label
10.55307516,47.44454919,50.54642586,87.90844455,39.22279272,0.422529967,6.721478435,Alluvial Soil
19.51391194,46.68121605,47.64475664,75.61318009,35.40244629,0.616583157,7.083339287,Alluvial Soil
48.04364381,13.0657137,41.80732836,66.35020199,33.22500796,0.457133371,6.243177345,Alluvial Soil
45.6904225,19.16488835,46.89912372,78.99185345,38.42365197,0.222814044,5.672023242,Alluvial Soil
0.560559066,0.89044285,1.151518418,21.50853963,27.24876424,0.335808119,5.808386493,Red Soil
49.82697899,18.1579166,47.17234429,64.59482661,45.91831515,0.709050647,6.332071848,Loamy Soil
1.696928854,0.694902975,1.539960842,9.993531607,23.91817434,0.770742316,6.855485393,Desert Soil
32.51735025,17.55317197,25.9016613,58.32650122,20.85796409,0.351801027,8.047815843,Loamy Soil
24.20724776,14.208116,22.17119411,55.37211042,23.08206602,0.324067995,7.475191183,Loamy Soil
1.008323546,0.607420655,1.034250662,26.19708091,31.52986426,0.509974583,6.910677661,Red Soil
16.02952183,39.52684003,28.10101276,50.5822436,24.46938092,0.355276902,6.690169782,Loamy Soil
1.08209441,1.264644016,1.477154198,21.55269435,33.7919446,0.543934267,5.716317668,Red Soil
32.57848534,19.22520937,26.79314492,60.72882516,23.06304437,0.398942299,7.882019813,Loamy Soil
25.04050766,14.96672708,21.6974862,46.98527142,20.7009408,0.33503896,5.62149184,Alluvial Soil
57.31722009,13.44911383,47.58683229,74.21787593,35.45453326,0.423710813,6.486140321,Alluvial Soil
0.719246609,0.677173765,1.623260945,13.70609039,23.96590587,1.244038815,6.890346922,Desert Soil
66.83673093,19.96979758,52.57534598,107.0439975,37.40296086,0.504221872,6.610861856,Alluvial Soil
0.788477378,0.907470014,1.58854308,24.9294065,37.22743639,0.640785744,6.828137772,Desert Soil
47.85885935,19.34408855,38.92700672,78.31257244,46.60904836,0.497546144,5.87769573,Alluvial Soil
31.85883902,12.03883732,20.67867541,52.03964066,17.04389902,0.33217117,7.404140767,Loamy Soil
46.5812264,19.55563376,43.36571663,71.6125301,43.77134423,0.522930441,6.202746267,Alluvial Soil
0.681015782,1.42059072,0.72129495,22.86194238,40.89335425,0.609683636,7.056334111,Desert Soil
33.11402967,16.3607444,23.5257862,55.65656003,20.16152759,0.385512765,7.768685692,Loamy Soil
1.217799963,1.789567338,1.511142786,29.16762924,22.57151618,0.390149842,5.258836323,Red Soil
0.930935471,1.344372932,1.065327736,16.5781684,33.54966766,1.311113537,6.999458738,Loamy Soil
1.582918079,1.370928814,1.637881857,16.91812341,25.56878338,0.510760039,6.633367617,Red Soil
32.00336575,14.44439069,24.44891018,56.75698642,21.34776727,0.291000049,6.589221531,Loamy Soil
0.809668225,1.006586089,0.718244337,29.26874169,36.40226303,0.475717935,6.530230271,Red Soil
31.91202375,16.78755677,28.99069243,56.77026176,22.13959477,0.348839017,7.032522656,Loamy Soil
31.51184525,17.8235045,26.32337861,57.64149552,23.37838218,0.38377145,7.52623133,Loamy Soil
1.139108665,0.702743608,1.036518828,20.65145048,23.80424719,1.136532346,7.680907905,Desert Soil
1.1127132,0.740308505,1.758313924,10.86382147,28.09607509,1.239867288,6.147477228,Desert Soil
1.240614817,1.013532667,1.211091583,25.82902402,32.85163393,0.380292195,6.102310289,Red Soil
31.61861446,17.50661338,23.04141544,58.35152596,25.52740368,0.352283025,7.022963589,Loamy Soil
0.805677001,0.862919039,1.639027502,13.46621756,32.1855318,0.784977564,7.266691273,Desert Soil
1.390830714,1.623012266,1.238857461,19.05798457,22.52407197,1.140093132,7.049000109,Desert Soil
55.27285997,21.15728161,42.58706745,78.1847245,52.23729743,0.571749652,5.633973917,Alluvial Soil
0.809465194,1.14652317,1.254187042,21.77343075,24.71937463,0.291227148,5.518321864,Red Soil
0.808053653,1.436316159,1.043667031,20.6456625,25.86208936,0.421388796,6.621492892,Red Soil
1.00688977,0.592240763,0.920612343,19.9162851,23.6337156,0.508282531,6.331399281,Red Soil
0.753754723,0.603334946,1.701602883,12.84706258,36.85399926,0.570170539,7.24088638,Alluvial Soil
1.128902775,0.564671819,1.795072268,22.83742775,34.35023959,0.481552382,8.551151949,Desert Soil
53.12379595,12.72380149,59.13988857,90.13874585,35.21431658,0.334730393,6.145200492,Alluvial Soil
16.54291507,63.10631056,54.95819384,97.74677622,44.26606258,0.62328146,6.762543557,Alluvial Soil
1.382847643,0.849099497,1.523847682,15.3718353,40.35427608,1.138536479,7.899925618,Desert Soil
12.74002144,27.22433627,21.63235007,48.08650863,19.34966921,0.237886131,7.509698707,Loamy Soil
33.51004734,15.68400271,36.70595456,59.94672436,27.39234704,0.298763255,5.815493554,Alluvial Soil
1.221378583,0.664255466,1.28214128,24.27994263,31.39815192,0.561588598,6.904735566,Red Soil
30.86376164,16.57473308,23.47535972,56.32520788,21.56310831,0.33381835,6.570685411,Loamy Soil
43.98600595,12.72498549,43.62125169,67.38637559,26.42712225,0.388784496,5.901557062,Alluvial Soil
1.410461784,0.977178231,0.895909637,20.01583545,24.05889795,0.975537162,6.930258843,Desert Soil
50.33563927,20.12492998,50.0318853,76.14884442,46.64640035,0.620042263,5.561399058,Alluvial Soil
15.96375896,43.13307303,49.08402675,74.23869993,41.33460797,0.494322173,6.056384746,Alluvial Soil
21.63703752,12.19194121,22.64469844,53.78407247,20.10614283,0.25345682,5.120703071,Alluvial Soil
29.79213162,11.22462237,30.81830122,61.31297554,30.33372149,0.347897421,5.833220771,Alluvial Soil
1.684211784,1.540010634,1.163367997,19.22466194,22.10588285,1.110831661,7.1753322,Desert Soil
24.62551442,13.39706916,21.05937467,45.13640269,18.82056669,0.253033161,6.916563937,Loamy Soil
0.653635746,0.931880585,1.275994757,26.48270905,26.57496821,0.513047034,7.020070409,Desert Soil
0.987673172,0.818405119,1.058535889,21.15136273,28.38574998,0.426001816,6.410141496,Red Soil
1.189754848,1.685405826,1.571625847,23.67537997,19.71408248,0.410669837,5.505477945,Red Soil
54.84826447,21.53286297,41.0401224,75.56588708,46.99496599,0.540991763,5.864643027,Alluvial Soil
32.7809939,15.96304797,28.30910198,54.48474999,22.00963907,0.38167072,7.162157907,Loamy Soil
0.658491689,0.761606254,1.267223831,15.4362622,34.44866146,1.180436314,6.719820627,Desert Soil
46.48736075,16.71403956,53.71173911,64.17846826,44.02843308,0.54369327,6.230068377,Alluvial Soil
1.292385271,0.692390996,1.684960767,22.10015141,29.84248093,0.586870279,6.799547484,Red Soil
0.849346071,1.193258647,1.719287604,24.88863719,36.84257368,1.551757864,8.453997417,Desert Soil
19.11656636,41.71003488,26.7172757,68.10693945,27.31111362,0.330910307,7.99269643,Loamy Soil
0.507183249,0.708943517,1.760300865,10.20828156,24.66388984,1.448858853,6.880814408,Desert Soil
0.964806996,0.740502738,1.250576659,18.29924484,34.22832475,0.999594368,7.717533212,Desert Soil
38.95812669,22.02972789,29.48165831,60.67057885,24.17207826,0.377309551,6.539009871,Loamy Soil
32.28369853,16.23497121,24.8650262,52.95230551,25.16940752,0.336239215,6.461719798,Desert Soil
1.428057335,0.976067463,1.364467548,14.49529102,43.79795076,1.100716417,7.19927619,Desert Soil
0.827255378,0.983571785,0.936309478,22.59751074,26.94191253,0.38455294,5.717673452,Red Soil
37.71556583,19.08935511,30.03170676,58.88003843,24.16143293,0.287471133,8.025886987,Loamy Soil
0.558870007,1.203436346,0.979248612,22.58955608,30.5149613,0.371383721,6.26597873,Red Soil
1.126257295,0.791333719,1.235874155,21.25062264,32.52515991,0.273034135,6.779135288,Alluvial Soil
0.92802454,0.610606309,0.915789613,19.7492396,28.36344506,0.382625052,5.110486448,Red Soil
39.31075523,15.8671819,52.8744689,111.578187,48.01243024,0.694077262,6.28602373,Alluvial Soil
0.754442069,1.020180109,1.338364499,16.84023287,32.92396907,0.717378164,7.771593985,Desert Soil
1.400799427,1.546671227,1.228159002,24.77126842,35.87647702,1.17880706,7.454177673,Desert Soil
0.499223726,1.30287023,1.311009117,13.63474102,27.46907365,0.899839402,8.295931392,Desert Soil
50.51312829,12.15542958,43.58941007,73.20418572,28.63514987,0.374081776,6.956647725,Alluvial Soil
0.974144933,1.163162943,0.673876109,24.42214855,37.50893944,0.629900541,6.321507628,Red Soil
1.048592996,1.32289093,1.780127621,12.69292795,28.64595892,1.19289282,6.695575466,Desert Soil
0.755027402,1.313972641,1.48099965,11.96284682,19.58995673,0.748693825,7.726270958,Desert Soil
1.041498566,1.097294785,1.236081533,20.96481498,30.31383905,0.312489371,6.725941743,Red Soil
15.16980936,35.23306563,28.52564968,58.4383787,25.65479287,0.372581216,6.608218591,Loamy Soil
1.172759274,1.310374002,1.327739254,20.11102246,32.68189054,0.452121634,6.67058478,Red Soil
17.2671717,38.31522616,31.59090351,54.09540373,23.67044312,0.360982024,6.295764501,Loamy Soil
21.86481406,12.23620632,19.01614982,44.21913206,19.71637014,0.341663871,7.02430898,Loamy Soil
1.549399544,1.06849498,1.135989146,24.95201421,32.09504194,0.202438067,6.266226399,Red Soil
1.092450072,0.59031515,1.000677481,28.12579855,29.15832435,0.968717814,7.609983578,Desert Soil
0.978595764,1.29669149,0.686506515,25.61294917,33.79749428,0.580165825,6.559070007,Red Soil
1.165430507,0.522917219,1.381332166,23.6264482,48.50313134,1.14337065,6.410251994,Desert Soil
1.234533685,0.91422554,1.245937921,13.6132579,19.45646478,0.656819657,6.378913853,Desert Soil
34.36976342,15.62579274,26.42966409,58.22574767,20.64131344,0.375951944,7.004630652,Red Soil
34.53428446,16.22611847,26.61095835,50.49366513,23.32483358,0.277054898,6.721896289,Loamy Soil
1.247776567,1.294338377,0.881201042,27.77117756,36.38409575,0.279697035,5.781006658,Red Soil
1.296071113,0.799511302,0.92039795,17.79380452,37.31005726,1.345840573,6.567437336,Desert Soil
1.392503416,0.802174844,1.345337985,23.0291992,28.59036982,0.334523935,6.109759313,Red Soil
1.440478456,0.92971622,1.585610603,13.79398846,33.87074478,1.424894127,7.653836069,Desert Soil
52.08385435,18.10165465,52.81233294,76.84884809,42.49536593,0.824681804,6.39343939,Alluvial Soil
32.46377579,15.99511896,23.97899979,54.25449971,21.57321053,0.336251163,6.701475748,Loamy Soil
0.922189635,1.029120932,1.012620067,27.90067032,34.28367098,0.376090694,6.537496067,Red Soil
29.63253501,13.42749171,24.01810039,47.59766596,23.61770112,0.377142039,6.440826824,Loamy Soil
1.085936786,1.095447556,1.099471238,22.03828451,29.76355956,0.385733743,6.205285618,Red Soil
27.07704983,12.44273486,31.20916805,70.06527747,33.24765368,0.349800782,6.242234697,Alluvial Soil
49.42513374,18.14094906,38.93761837,77.70535719,45.89664779,0.713935903,6.183124561,Alluvial Soil
1.161520208,1.385648204,1.759618944,13.32973645,31.09981223,0.847160086,7.546299375,Desert Soil
1.14154007,0.93465367,1.232939927,21.82898247,37.00270056,0.352159277,5.819695109,Red Soil
42.96613321,21.25038735,29.58390299,60.75522072,25.90844163,0.379601989,6.549503384,Loamy Soil
1.093196688,1.37900888,1.514045763,23.51408934,29.96300683,0.437029037,6.328042941,Red Soil
49.84262194,17.1215127,37.12765631,78.59026593,39.05640081,0.755740586,6.884218867,Alluvial Soil
0.8554684,1.543002586,1.026842862,16.07645394,23.88813671,1.570589849,7.009790249,Desert Soil
40.90777623,16.32914862,43.65210137,72.70810919,37.34920877,0.416368024,5.865382086,Alluvial Soil
0.893070173,0.726902044,1.227058197,17.95692982,28.3927224,0.430618713,5.783425614,Red Soil
28.10706962,11.82470065,18.35124898,53.81521695,20.61850331,0.363724336,6.543402822,Loamy Soil
1.233329531,0.86631918,1.263200693,11.42404295,27.54413051,0.482730254,7.022055336,Desert Soil
30.92415016,16.16308173,26.59656382,51.62304363,24.78208536,0.290971667,7.607290236,Loamy Soil
0.594851541,1.224356819,1.444573011,17.4448375,27.8705423,0.76779347,7.358635343,Desert Soil
0.923837044,1.531378472,0.950106482,24.51933712,27.51482943,0.287254627,6.702201302,Red Soil
52.96740572,15.47836409,31.67519885,72.75435134,42.72116623,0.817631976,6.011951317,Alluvial Soil
19.80241354,12.69793371,20.973225,48.83778574,23.98080873,0.303912004,6.102948079,Alluvial Soil
27.09485993,18.11701972,20.17838276,64.76771227,26.01053914,0.82195518,5.902518399,Alluvial Soil
0.84561679,1.09936601,0.830794883,19.79464588,26.9656005,0.392347199,6.801124755,Red Soil
36.97643949,17.46125256,29.40883756,52.86564239,25.04324179,0.325037837,7.509279904,Loamy Soil
45.2820132,18.71394815,41.23560743,69.15019965,41.19826101,0.512515512,7.092780655,Alluvial Soil
33.30899421,15.60019477,25.29184781,54.971139,20.40065481,0.332594355,7.694997782,Loamy Soil
38.84678065,20.54250983,29.96453095,65.58051769,23.74232424,0.355086052,6.146501631,Loamy Soil
0.678148464,1.465067925,1.188890485,16.17353924,28.02843025,0.47102092,6.123311271,Red Soil
32.05049184,15.05589342,24.96670715,56.16486576,24.81969244,0.298038315,7.078793127,Loamy Soil
45.75963197,11.76554646,43.82832151,79.55624251,36.75663903,0.476759906,6.417837089,Alluvial Soil
0.57809308,1.155990673,1.556040654,27.43606033,30.17224843,0.298293482,6.742094084,Red Soil
0.539653505,1.237745873,1.78444975,9.46277215,23.70774912,0.492565784,7.820438461,Alluvial Soil
26.51813981,12.14891064,25.41799785,58.87352267,29.37611669,0.291008174,6.791694452,Alluvial Soil
1.214723949,1.161000848,1.518363117,28.56577142,29.78985132,0.333170929,6.380110019,Alluvial Soil
12.04777933,23.47643722,20.45265807,51.28468438,19.77374704,0.252282658,7.087679478,Loamy Soil
33.34504727,17.7216604,26.85074013,55.628151,22.26013802,0.297055208,6.41627782,Loamy Soil
1.14644149,1.640067721,0.790774847,23.62190741,29.05017988,0.404986072,6.30371192,Red Soil
26.742479,14.00679564,23.33440781,52.32383989,17.06888853,0.281530952,7.552302326,Loamy Soil
1.130376885,1.04890229,1.265792628,15.03835008,23.0731944,0.652866111,7.584316819,Desert Soil
38.74023473,16.77179597,38.34655604,54.62365701,24.41669396,0.275915083,6.873305359,Alluvial Soil
1.262224888,1.383556644,1.544881513,27.54708183,22.16824599,0.48009631,5.916640401,Red Soil
29.58353302,17.71250038,26.0622513,56.729388,22.37471085,0.359301309,6.408356738,Loamy Soil
0.879952572,0.510483439,1.652717671,20.9760397,19.56895292,1.358792657,6.733409148,Desert Soil
1.558056633,0.999394883,1.069786031,23.45718568,29.41709946,0.276741519,6.285137185,Red Soil
12.05351354,63.39189149,57.43658396,83.187629,42.21634627,0.467315567,6.293850411,Alluvial Soil
37.52402071,13.02101986,40.52854036,74.14436513,31.29586245,0.215804145,2.817618976,Alluvial Soil
13.26257366,45.01548992,45.37369454,77.45065228,28.78134622,0.319100004,6.403262359,Alluvial Soil
12.4180075,40.46015467,48.44541758,75.53964948,30.60829808,0.331262034,6.370122341,Alluvial Soil
33.52048376,17.44624798,30.11469087,60.6746794,24.99567762,0.281853273,6.853097415,Loamy Soil
18.32522624,37.90643846,24.33878069,51.72329519,24.8048174,0.300205118,6.856593407,Loamy Soil
0.911858134,0.927093246,0.953460681,17.30512562,32.09849022,0.44504133,6.664304322,Red Soil
47.96631255,18.2068666,41.933978,74.85839076,43.83679552,0.566727682,5.398810189,Alluvial Soil
1.194015793,0.739124734,1.237933372,25.06543931,46.12841112,1.381936225,8.042757279,Desert Soil
0.847247199,0.79299317,1.682964412,13.97458345,23.07001811,0.723743146,6.963121041,Desert Soil
1.470549164,0.839498779,1.025411078,19.99373109,26.87892748,0.915778499,7.361944625,Desert Soil
0.797864043,1.253158991,1.049175753,26.2837887,34.79113763,0.413441647,5.804378017,Red Soil
1.32099844,1.483861677,1.602439027,22.43406351,28.25523562,0.495870214,6.727255586,Alluvial Soil
0.761536058,0.735493362,1.799034635,12.16092975,32.26105954,0.575867893,7.396412983,Desert Soil
40.17125928,20.35458875,30.89583698,60.48079435,22.1793594,0.332051248,6.884767404,Loamy Soil
1.324088767,0.479553409,1.410613437,22.25046298,31.50229136,0.801728783,7.94105855,Desert Soil
17.11740501,46.12649143,43.63443327,73.46806124,39.14074482,0.604874874,6.392335872,Alluvial Soil
1.026509535,1.430867238,0.678527193,28.21941265,32.22869858,0.690015214,6.792937057,Red Soil
37.40814723,19.29656442,29.84968407,63.7891775,25.34191024,0.335996997,6.541939782,Loamy Soil
1.193150116,0.886195475,1.576739296,24.67830577,26.75082173,0.570361781,6.965986337,Red Soil
32.03052017,14.17984597,24.88003753,59.22970048,27.11576685,0.319883782,6.19181835,Loamy Soil
0.966132203,1.095929877,1.1348969,28.85437505,36.59750404,0.437041037,7.045253032,Red Soil
1.940528228,0.663319879,1.445478153,8.792920923,23.08556586,0.512049057,8.217782294,Desert Soil
1.098442406,0.758090771,1.279006351,13.44458761,27.32050163,0.895930928,6.636386181,Desert Soil
1.104808983,0.742893769,1.361391881,24.29634213,32.59143845,0.554154475,6.082577486,Red Soil
0.97003387,0.710014038,1.44526492,17.09366368,23.06267992,0.653833268,7.158402665,Red Soil
0.624093922,1.184493773,0.904464623,16.93693642,42.0427677,1.210035032,6.786679182,Desert Soil
1.072567567,0.855234321,1.325353085,26.77727502,31.0345644,0.245592423,6.056202823,Red Soil
16.19907356,13.27775226,13.80082819,50.52576272,22.077003,0.189390873,7.161234749,Alluvial Soil
0.726837897,0.718068852,0.592391179,25.03921255,19.75510444,0.297023948,5.402494114,Red Soil
1.057812293,1.276429793,1.739715304,12.86830828,27.36234351,1.135226205,7.668072927,Desert Soil
51.25939997,12.63428745,45.6866857,83.24582924,30.7985915,0.368587014,6.837649323,Loamy Soil
14.8918065,26.14484336,22.36947027,55.93150814,21.48503801,0.311488308,7.201658102,Loamy Soil
1.077709844,0.978571779,1.47221428,30.37648005,35.99285783,0.691047889,6.144609116,Red Soil
0.884848944,0.802955944,1.064829892,14.23521807,34.98395397,1.411451111,6.913265514,Desert Soil
1.860340851,0.727760723,1.333399159,9.453253893,24.84645771,0.563649205,7.267935463,Desert Soil
11.20723686,31.4052849,18.53427804,43.97504233,18.89323733,0.337724314,6.965857146,Loamy Soil
51.74738154,13.18352838,48.14330287,82.61036275,34.26667442,0.401795332,7.168775656,Alluvial Soil
25.25706819,12.59999934,18.85065266,44.82677366,17.81412812,0.353853984,6.901164987,Loamy Soil
27.93101855,13.11054932,23.51775595,58.1677047,21.86867087,0.371244353,7.464782533,Loamy Soil
0.710974332,0.751334022,0.675071826,24.94712405,20.74731686,0.273919124,5.494139034,Red Soil
19.33022239,22.32211809,21.67738954,65.43425555,26.26103755,0.826392636,6.443555183,Alluvial Soil
1.310962773,1.15713435,0.793633536,26.49263087,34.8251305,0.655374894,6.598119163,Red Soil
15.53948135,39.51345798,30.29834911,63.21064523,24.62532529,0.356964589,6.273436481,Desert Soil
1.055970383,1.419913596,0.937023894,21.76345777,30.7390912,0.199936074,6.006865265,Red Soil
30.77968292,18.39634623,28.56486586,62.59347466,25.55583964,0.398607482,7.302067915,Loamy Soil
27.30010503,15.14795873,24.22039744,44.6741413,21.25500065,0.349202364,7.847036685,Loamy Soil
25.0094355,13.02046279,21.11463235,50.61564876,21.55607417,0.287268803,5.593470593,Alluvial Soil
